JDTDB, Fecha, X, Y, Z, VX, VY, Vz,
2451578.500000000, A.D. 2000-Feb-04 00:00:00.0000,  3.398788544693475E-01,  5.311911891492118E-02, -2.685662341899443E-02, -9.781068524762918E-03,  2.905801868375140E-02,  3.271516280184612E-03,
2451579.500000000, A.D. 2000-Feb-05 00:00:00.0000,  3.288671591373985E-01,  8.194722909945287E-02, -2.349093476297514E-02, -1.224793638608281E-02,  2.855889863018804E-02,  3.457165661256241E-03,
2451580.500000000, A.D. 2000-Feb-06 00:00:00.0000,  3.153758320323926E-01,  1.101556402258193E-01, -1.994827531476559E-02, -1.473610499242282E-02,  2.781603005829783E-02,  3.624858260837833E-03,
2451581.500000000, A.D. 2000-Feb-07 00:00:00.0000,  2.993969943413786E-01,  1.374932854664364E-01, -1.624843162872919E-02, -1.721799213237160E-02,  2.681526822874581E-02,  3.770906945367002E-03,
2451582.500000000, A.D. 2000-Feb-08 00:00:00.0000,  2.809525377593480E-01,  1.636966278978463E-01, -1.241494144456790E-02, -1.966167628834550E-02,  2.554601996369665E-02,  3.891516423982790E-03,
2451583.500000000, A.D. 2000-Feb-09 00:00:00.0000,  2.600982956433924E-01,  1.884938309670371E-01, -8.475135852225686E-03, -2.203129148424487E-02,  2.400249042621827E-02,  3.982921339511407E-03,
2451584.500000000, A.D. 2000-Feb-10 00:00:00.0000,  2.369276336494867E-01,  2.116101852352046E-01, -4.460025548129585E-03, -2.428780255978174E-02,  2.218493027979065E-02,  4.041559308138543E-03,
2451585.500000000, A.D. 2000-Feb-11 00:00:00.0000,  2.115740578902639E-01,  2.327747302698757E-01, -4.039992821854007E-04, -2.639019757039241E-02,  2.010075486321510E-02,  4.064271790050415E-03,
2451586.500000000, A.D. 2000-Feb-12 00:00:00.0000,  1.842124241971181E-01,  2.517278682596713E-01,  3.655687107567767E-03, -2.829708649577260E-02,  1.776538161904965E-02,  4.048519237358479E-03,
2451587.500000000, A.D. 2000-Feb-13 00:00:00.0000,  1.550583733872694E-01,  2.682296074142589E-01,  7.679635934551898E-03, -2.996863245437085E-02,  1.520262672484313E-02,  3.992590752403885E-03,
2451588.500000000, A.D. 2000-Feb-14 00:00:00.0000,  1.243657257839696E-01,  2.820679234337803E-01,  1.162722985924820E-02, -3.136867265736398E-02,  1.244452584430597E-02,  3.895784117603524E-03,
2451589.500000000, A.D. 2000-Feb-15 00:00:00.0000,  9.242174239577325E-02,  2.930666180838286E-01,  1.545770881289526E-02, -3.246682654295582E-02,  9.530500994808521E-03,  3.758531232719793E-03,
2451590.500000000, A.D. 2000-Feb-16 00:00:00.0000,  5.954038220492096E-02,  3.010920166301590E-01,  1.913133599539302E-02, -3.324035537652732E-02,  6.505880687978458E-03,  3.582447909033056E-03,
2451591.500000000, A.D. 2000-Feb-17 00:00:00.0000,  2.605392072153073E-02,  3.060579019189964E-01,  2.261057023632318E-02, -3.367554515637296E-02,  3.419878716334577E-03,  3.370295686565812E-03,
2451592.500000000, A.D. 2000-Feb-18 00:00:00.0000, -7.696499683738671E-03,  3.079282345892155E-01,  2.586115555174765E-02, -3.376843754041464E-02,  3.232261138186407E-04,  3.125855476811975E-03,
2451593.500000000, A.D. 2000-Feb-19 00:00:00.0000, -4.137068441344129E-02,  3.067174356376882E-01,  2.885304506766581E-02, -3.352482339231612E-02, -2.734291626936743E-03,  2.853725785060474E-03,
2451594.500000000, A.D. 2000-Feb-20 00:00:00.0000, -7.463883071871842E-02,  3.024882692996805E-01,  3.156109490077753E-02, -3.295952061917079E-02, -5.706129054510367E-03,  2.559068988172963E-03,
2451595.500000000, A.D. 2000-Feb-21 00:00:00.0000, -1.071899386525417E-01,  2.953476121826404E-01,  3.396549054122334E-02, -3.209505720271975E-02, -8.550881538091290E-03,  2.247335180918821E-03,
2451596.500000000, A.D. 2000-Feb-22 00:00:00.0000, -1.387386851880897E-01,  2.854405850834812E-01,  3.605189842350891E-02, -3.095994993553764E-02, -1.123364139582813E-02,  1.923993406601783E-03,
2451597.500000000, A.D. 2000-Feb-23 00:00:00.0000, -1.690304660379668E-01,  2.729436297545700E-01,  3.781136313169255E-02, -2.958679764602992E-02, -1.372674951366555E-02,  1.594295243005273E-03,
2451598.500000000, A.D. 2000-Feb-24 00:00:00.0000, -1.978445253550987E-01,  2.580571285097847E-01,  3.923999175450772E-02, -2.801039528732839E-02, -1.600996863082364E-02,  1.263087547547601E-03,
2451599.500000000, A.D. 2000-Feb-25 00:00:00.0000, -2.249952805093527E-01,  2.409981037588827E-01,  4.033847910415288E-02, -2.626603273527361E-02, -1.807016928524440E-02,  9.346819669775848E-04,
2451600.500000000, A.D. 2000-Feb-26 00:00:00.0000, -2.503320848423053E-01,  2.219934230085294E-01,  4.111153085599322E-02, -2.438808467071308E-02, -1.990065561945438E-02,  6.127805842616191E-04,
2451601.500000000, A.D. 2000-Feb-27 00:00:00.0000, -2.737377482251436E-01,  2.012738012744929E-01,  4.156723781345853E-02, -2.240893994059975E-02, -2.150026687127222E-02,  3.004510490257919E-04,
2451602.500000000, A.D. 2000-Feb-28 00:00:00.0000, -2.951261583957515E-01,  1.790687618092097E-01,  4.171644592262731E-02, -2.035827048135836E-02, -2.287237801915354E-02,  1.411129202793600E-07,
2451603.500000000, A.D. 2000-Feb-29 00:00:00.0000, -3.144393279640217E-01,  1.556026042393093E-01,  4.157215586708754E-02, -1.826260611425329E-02, -2.402389839980594E-02, -2.862785948210435E-04,
2451604.500000000, A.D. 2000-Mar-01 00:00:00.0000, -3.316441476770851E-01,  1.310913447936722E-01,  4.114897511200338E-02, -1.614516264277760E-02, -2.496433815079347E-02, -5.574540830791041E-04,
2451605.500000000, A.D. 2000-Mar-02 00:00:00.0000, -3.467290698408974E-01,  1.057405374872792E-01,  4.046263550294416E-02, -1.402586420752278E-02, -2.570498485118987E-02, -8.124786867006891E-04,
2451606.500000000, A.D. 2000-Mar-03 00:00:00.0000, -3.597008873144240E-01,  7.974385457994479E-02,  3.952958166208484E-02, -1.192150312407267E-02, -2.625821002870981E-02, -1.050821744279042E-03,
2451607.500000000, A.D. 2000-Mar-04 00:00:00.0000, -3.705817201250958E-01,  5.328229383471324E-02,  3.836662964424478E-02, -9.845987828181886E-03, -2.663690846113469E-02, -1.272260036992932E-03,
2451608.500000000, A.D. 2000-Mar-05 00:00:00.0000, -3.794062770976239E-01,  2.652388311725779E-02,  3.699069146285380E-02, -7.810639164425625E-03, -2.685406220152225E-02, -1.476814978937762E-03,
2451609.500000000, A.D. 2000-Mar-06 00:00:00.0000, -3.862194250752243E-01, -3.762355922919757E-04,  3.541855884252298E-02, -5.824505068630802E-03, -2.692241503408512E-02, -1.664697140262570E-03,
2451610.500000000, A.D. 2000-Mar-07 00:00:00.0000, -3.910740728931555E-01, -2.727544483422755E-02,  3.366673851819098E-02, -3.894672531364527E-03, -2.685424040767572E-02, -1.836258656035722E-03,
2451611.500000000, A.D. 2000-Mar-08 00:00:00.0000, -3.940293599470981E-01, -5.404309777349293E-02,  3.175133121939940E-02, -2.026563047502682E-03, -2.666118564172093E-02, -1.991953381513418E-03,
2451612.500000000, A.D. 2000-Mar-09 00:00:00.0000, -3.951491283779178E-01, -8.055983990509305E-02,  2.968794684852653E-02, -2.242034373323942E-04, -2.635417640472195E-02, -2.132304231572053E-03,
2451613.500000000, A.D. 2000-Mar-10 00:00:00.0000, -3.945006519811316E-01, -1.067168594313846E-01,  2.749164904940481E-02,  1.509531906697559E-03, -2.594336742177981E-02, -2.257876919264419E-03,
2451614.500000000, A.D. 2000-Mar-11 00:00:00.0000, -3.921535925462153E-01, -1.324151064440167E-01,  2.517692319906621E-02,  3.172708397845238E-03, -2.543812759409234E-02, -2.369259224570689E-03,
2451615.500000000, A.D. 2000-Mar-12 00:00:00.0000, -3.881791542989667E-01, -1.575645103359232E-01,  2.275766272710548E-02,  4.764147416577787E-03, -2.484704991068650E-02, -2.467044930327136E-03,
2451616.500000000, A.D. 2000-Mar-13 00:00:00.0000, -3.826494085837284E-01, -1.820832162706079E-01,  2.024716950386257E-02,  6.283269275698767E-03, -2.417797853478270E-02, -2.551821621323867E-03,
2451617.500000000, A.D. 2000-Mar-14 00:00:00.0000, -3.756367632398876E-01, -2.058968548080764E-01,  1.765816480093969E-02,  7.729960408010110E-03, -2.343804717866131E-02, -2.624161628834998E-03,
2451618.500000000, A.D. 2000-Mar-15 00:00:00.0000, -3.672135538496171E-01, -2.289378536456652E-01,  1.500280799743016E-02,  9.104461961788490E-03, -2.263372432323969E-02, -2.684615499223505E-03,
2451619.500000000, A.D. 2000-Mar-16 00:00:00.0000, -3.574517368616471E-01, -2.511447965937391E-01,  1.229272077833241E-02,  1.040727699410803E-02, -2.177086200603417E-02, -2.733707461067109E-03,
2451620.500000000, A.D. 2000-Mar-17 00:00:00.0000, -3.464226673400754E-01, -2.724618321104116E-01,  9.539015051889638E-03,  1.163909360142068E-02, -2.085474582450099E-02, -2.771932454386789E-03,
2451621.500000000, A.D. 2000-Mar-18 00:00:00.0000, -3.341969466380577E-01, -2.928381317401449E-01,  6.752323208413464E-03,  1.280072155525814E-02, -1.989014451775024E-02, -2.799754365016475E-03,
2451622.500000000, A.D. 2000-Mar-19 00:00:00.0000, -3.208443275981754E-01, -3.122273974496081E-01,  3.942829664837146E-03,  1.389304027434829E-02, -1.888135803522770E-02, -2.817605175900941E-03,
2451623.500000000, A.D. 2000-Mar-20 00:00:00.0000, -3.064336669146549E-01, -3.305874159773607E-01,  1.120302897506844E-03,  1.491695623447757E-02, -1.783226340996903E-02, -2.825884805305726E-03,
2451624.500000000, A.D. 2000-Mar-21 00:00:00.0000, -2.910329160601933E-01, -3.478796577902442E-01, -1.705872629261854E-03,  1.587336817685935E-02, -1.674635805575899E-02, -2.824961450382732E-03,
2451625.500000000, A.D. 2000-Mar-22 00:00:00.0000, -2.747091436978218E-01, -3.640689179741656E-01, -4.526665070369227E-03,  1.676313871503146E-02, -1.562680032646043E-02, -2.815172294380500E-03,
2451626.500000000, A.D. 2000-Mar-23 00:00:00.0000, -2.575285837887600E-01, -3.791229963077692E-01, -7.333364649443223E-03,  1.758707115494390E-02, -1.447644733182631E-02, -2.796824468236554E-03,
2451627.500000000, A.D. 2000-Mar-24 00:00:00.0000, -2.395567046959988E-01, -3.930124138196745E-01, -1.011755416159150E-02,  1.834589053171485E-02, -1.329789011314317E-02, -2.770196183527008E-03,
2451628.500000000, A.D. 2000-Mar-25 00:00:00.0000, -2.208582954959598E-01, -4.057101632729812E-01, -1.287108066822260E-02,  1.904022803032920E-02, -1.209348635652630E-02, -2.735537974866515E-03,
2451629.500000000, A.D. 2000-Mar-26 00:00:00.0000, -2.014975664711261E-01, -4.171914912250811E-01, -1.558602846965321E-02,  1.967060809826146E-02, -1.086539087123886E-02, -2.693074006814752E-03,
2451630.500000000, A.D. 2000-Mar-27 00:00:00.0000, -1.815382613868866E-01, -4.274337095553985E-01, -1.825469340333773E-02,  2.023743767813248E-02, -9.615584092432353E-03, -2.643003413987714E-03,
2451631.500000000, A.D. 2000-Mar-28 00:00:00.0000, -1.610437796752242E-01, -4.364160346239382E-01, -2.086955848996302E-02,  2.074099709078514E-02, -8.345898887826674E-03, -2.585501654103485E-03,
2451632.500000000, A.D. 2000-Mar-29 00:00:00.0000, -1.400773070727543E-01, -4.441194525097611E-01, -2.342327093403587E-02,  2.118143218633011E-02, -7.058045960308005E-03, -2.520721862710559E-03,
2451633.500000000, A.D. 2000-Mar-30 00:00:00.0000, -1.187019536047931E-01, -4.505266090747400E-01, -2.590862047819899E-02,  2.155874745541041E-02, -5.753638146411755E-03, -2.448796205855844E-03,
2451634.500000000, A.D. 2000-Mar-31 00:00:00.0000, -9.698089808179097E-02, -4.556217239009593E-01, -2.831851911005509E-02,  2.187279985766299E-02, -4.434213916558477E-03, -2.369837233372618E-03,
2451635.500000000, A.D. 2000-Apr-01 00:00:00.0000, -7.497753848838808E-02, -4.593905274587491E-01, -3.064598212585699E-02,  2.212329318146505E-02, -3.101260388495864E-03, -2.283939241166981E-03,
2451636.500000000, A.D. 2000-Apr-02 00:00:00.0000, -5.275564780505067E-02, -4.618202211769578E-01, -3.288411056646010E-02,  2.230977280076940E-02, -1.756236171978662E-03, -2.191179656165629E-03,
2451637.500000000, A.D. 2000-Apr-03 00:00:00.0000, -3.037953491201983E-02, -4.628994604091672E-01, -3.502607505717580E-02,  2.243162074330196E-02, -4.005943712389522E-04, -2.091620462732524E-03,
2451638.500000000, A.D. 2000-Apr-04 00:00:00.0000, -7.914210287358499E-03, -4.626183606214296E-01, -3.706510110457457E-02,  2.248805103173590E-02,  9.641939170798868E-04, -1.985309694615983E-03,
2451639.500000000, A.D. 2000-Apr-05 00:00:00.0000,  1.457444377474026E-02, -4.609685274715829E-01, -3.899445593011169E-02,  2.247810530782928E-02,  2.336615258724539E-03, -1.872283022081439E-03,
2451640.500000000, A.D. 2000-Apr-06 00:00:00.0000,  3.701949873467180E-02, -4.579431118103826E-01, -4.080743695312473E-02,  2.240064880118807E-02,  3.715088320272111E-03, -1.752565470041269E-03,
2451641.500000000, A.D. 2000-Apr-07 00:00:00.0000,  5.935280156624313E-02, -4.535368910137229E-01, -4.249736207495682E-02,  2.225436676175238E-02,  5.097936701756917E-03, -1.626173309927742E-03,
2451642.500000000, A.D. 2000-Apr-08 00:00:00.0000,  8.150479325391115E-02, -4.477463784559741E-01, -4.405756196257751E-02,  2.203776154103208E-02,  6.483359751048241E-03, -1.493116175983820E-03,
2451643.500000000, A.D. 2000-Apr-09 00:00:00.0000,  1.034043248014213E-01, -4.405699633591726E-01, -4.548137458520918E-02,  2.174915058462540E-02,  7.869400922794785E-03, -1.353399465782502E-03,
2451644.500000000, A.D. 2000-Apr-10 00:00:00.0000,  1.249784718322533E-01, -4.320080837025749E-01, -4.676214232242235E-02,  2.138666569116745E-02,  9.253913219671442E-03, -1.207027095334676E-03,
2451645.500000000, A.D. 2000-Apr-11 00:00:00.0000,  1.461523492715295E-01, -4.220634353512283E-01, -4.789321203846186E-02,  2.094825400461682E-02,  1.063452123047604E-02, -1.054004691297879E-03,
2451646.500000000, A.D. 2000-Apr-12 00:00:00.0000,  1.668489281315220E-01, -4.107412210572565E-01, -4.886793860687973E-02,  2.043168134230708E-02,  1.200857926162774E-02, -8.943433167071044E-04,
2451647.500000000, A.D. 2000-Apr-13 00:00:00.0000,  1.869888571049105E-01, -3.980494434961094E-01, -4.967969247369310E-02,  1.983453862565690E-02,  1.337312505058287E-02, -7.280638424008450E-04,
2451648.500000000, A.D. 2000-Apr-14 00:00:00.0000,  2.064902925332638E-01, -3.839992470089059E-01, -5.032187196809919E-02,  1.915425237955642E-02,  1.472482855835723E-02, -5.552020938841179E-04,
2451649.500000000, A.D. 2000-Apr-15 00:00:00.0000,  2.252687414004976E-01, -3.686053132100808E-01, -5.078792120898368E-02,  1.838810050627223E-02,  1.605993537311225E-02, -3.758149225420277E-04,
2451650.500000000, A.D. 2000-Apr-16 00:00:00.0000,  2.432369233460396E-01, -3.518863160546139E-01, -5.107135461445624E-02,  1.753323482623189E-02,  1.737420433048375E-02, -1.899873703938516E-04,
2451651.500000000, A.D. 2000-Apr-17 00:00:00.0000,  2.603046593495159E-01, -3.338654422939960E-01, -5.116578920109461E-02,  1.658671221652155E-02,  1.866283908633607E-02,  2.158881975912867E-06,
2451652.500000000, A.D. 2000-Apr-18 00:00:00.0000,  2.763787967618380E-01, -3.145709834174980E-01, -5.106498605894530E-02,  1.554553657173849E-02,  1.992041358690452E-02,  2.004555756229083E-04,
2451653.500000000, A.D. 2000-Apr-19 00:00:00.0000,  2.913631828022050E-01, -2.940370050816607E-01, -5.076290260506111E-02,  1.440671426068157E-02,  2.114079169977741E-02,  4.046762177187449E-04,
2451654.500000000, A.D. 2000-Apr-20 00:00:00.0000,  3.051587015590867E-01, -2.723040995486494E-01, -5.025375744683985E-02,  1.316732624952667E-02,  2.231704173501870E-02,  6.145224788541944E-04,
2451655.500000000, A.D. 2000-Apr-21 00:00:00.0000,  3.176633929665648E-01, -2.494202256130049E-01, -4.953210991650818E-02,  1.182462059047652E-02,  2.344134724625461E-02,  8.296084171910840E-04,
2451656.500000000, A.D. 2000-Apr-22 00:00:00.0000,  3.287726761916657E-01, -2.254416386741080E-01, -4.859295655309857E-02,  1.037612950120350E-02,  2.450491641338902E-02,  1.049442329664080E-03,
2451657.500000000, A.D. 2000-Apr-23 00:00:00.0000,  3.383797043354289E-01, -2.004339107253253E-01, -4.743184698249513E-02,  8.819815727810478E-03,  2.549789353628175E-02,  1.273406087822287E-03,
2451658.500000000, A.D. 2000-Apr-24 00:00:00.0000,  3.463758822195002E-01, -1.744730357304830E-01, -4.604502174173562E-02,  7.154253202046223E-03,  2.640927778024929E-02,  1.500731918359517E-03,
2451659.500000000, A.D. 2000-Apr-25 00:00:00.0000,  3.526515840880136E-01, -1.476466097279207E-01, -4.442957455720631E-02,  5.378847036219670E-03,  2.722685637207214E-02,  1.730476753487346E-03,
2451660.500000000, A.D. 2000-Apr-26 00:00:00.0000,  3.570971129243797E-01, -1.200550665726167E-01, -4.258364134471009E-02,  3.494097452438327E-03,  2.793716198980455E-02,  1.961494525191146E-03,
2451661.500000000, A.D. 2000-Apr-27 00:00:00.0000,  3.596039471590386E-01, -9.181293900955348E-02, -4.050661765718701E-02,  1.501911052563429E-03,  2.852546711287397E-02,  2.192407133626002E-03,
2451662.500000000, A.D. 2000-Apr-28 00:00:00.0000,  3.600663229207046E-01, -6.305010032710781E-02, -3.819940534400566E-02, -5.940394368509073E-04,  2.897583150357546E-02,  2.421575306588121E-03,
2451663.500000000, A.D. 2000-Apr-29 00:00:00.0000,  3.583831993810301E-01, -3.391292389255630E-02, -3.566468766433849E-02, -2.787909567559377E-03,  2.927122253515784E-02,  2.647071201375396E-03,
2451664.500000000, A.D. 2000-Apr-30 00:00:00.0000,  3.544606494603583E-01, -4.565276490608280E-03, -3.290722986563756E-02, -5.071240016150866E-03,  2.939373130849603E-02,  2.866655384616141E-03,
2451665.500000000, A.D. 2000-May-01 00:00:00.0000,  3.482147060874943E-01,  2.481076276608999E-02, -2.993419915693680E-02, -7.432492133484002E-03,  2.932490966174563E-02,  3.077761733244651E-03,
2451666.500000000, A.D. 2000-May-02 00:00:00.0000,  3.395746729354308E-01,  5.401459152596229E-02, -2.675549398426358E-02, -9.856588887415326E-03,  2.904625317832858E-02,  3.277494757272578E-03,
2451667.500000000, A.D. 2000-May-03 00:00:00.0000,  3.284868756962704E-01,  8.282733852754635E-02, -2.338406756597984E-02, -1.232450054339916E-02,  2.853985168706227E-02,  3.462644711417900E-03,
2451668.500000000, A.D. 2000-May-04 00:00:00.0000,  3.149187836932467E-01,  1.110128579589686E-01, -1.983622496578395E-02, -1.481292835226224E-02,  2.778921983159020E-02,  3.629726412303377E-03,
2451669.500000000, A.D. 2000-May-05 00:00:00.0000,  2.988633715730970E-01,  1.383196439243081E-01, -1.613186703722033E-02, -1.729415274126082E-02,  2.678030443400880E-02,  3.775047596969982E-03,
2451670.500000000, A.D. 2000-May-06 00:00:00.0000,  2.803435191691199E-01,  1.644838305928462E-01, -1.229464918147885E-02, -1.973612183679691E-02,  2.550264158015064E-02,  3.894811571003843E-03,
2451671.500000000, A.D. 2000-May-07 00:00:00.0000,  2.594161703621817E-01,  1.892334014295209E-01, -8.352019214213600E-03, -2.210285723583133E-02,  2.395060503679078E-02,  3.985256436219606E-03,
2451672.500000000, A.D. 2000-May-08 00:00:00.0000,  2.361758995856974E-01,  2.122936546915673E-01, -4.335098237839249E-03, -2.435524188457398E-02,  2.212465156456251E-02,  4.042829136445967E-03,
2451673.500000000, A.D. 2000-May-09 00:00:00.0000,  2.107574828800751E-01,  2.333938600582755E-01, -2.783728420181283E-04, -2.645222556806745E-02,  2.003243377256010E-02,  4.064387013185533E-03,
2451674.500000000, A.D. 2000-May-10 00:00:00.0000,  1.833370574315310E-01,  2.522748981795057E-01,  3.780822547136612E-03, -2.835243543664225E-02,  1.768962622843004E-02,  4.047413113384983E-03,
2451675.500000000, A.D. 2000-May-11 00:00:00.0000,  1.541314968114458E-01,  2.686975162618217E-01,  7.803037414521215E-03, -3.001611564558793E-02,  1.512030603690036E-02,  3.990225309291563E-03,
2451676.500000000, A.D. 2000-May-12 00:00:00.0000,  1.233957396254777E-01,  2.824506837907234E-01,  1.174763293038737E-02, -3.140725125231941E-02,  1.235675407737027E-02,  3.892155003831781E-03,
