JDTDB, Fecha, X, Y, Z, VX, VY, Vz,
2451615.500000000, A.D. 2000-Mar-12 00:00:00.0000,  1.461929253250722E+01, -1.354464520300938E+01, -2.398655844330597E-01,  2.639230145016866E-03,  2.708151197582709E-03, -2.413967673026380E-05,
2451616.500000000, A.D. 2000-Mar-13 00:00:00.0000,  1.462193147711840E+01, -1.354193680988097E+01, -2.398897868142175E-01,  2.638610463946469E-03,  2.708647139019264E-03, -2.425679930166301E-05,
2451617.500000000, A.D. 2000-Mar-14 00:00:00.0000,  1.462456971642430E+01, -1.353922788793398E+01, -2.399140068934845E-01,  2.637900918280734E-03,  2.709196337336595E-03, -2.413180506907880E-05,
2451618.500000000, A.D. 2000-Mar-15 00:00:00.0000,  1.462720738224069E+01, -1.353651844015336E+01, -2.399380559230447E-01,  2.637444644122821E-03,  2.709689491151208E-03, -2.401357536428754E-05,
2451619.500000000, A.D. 2000-Mar-16 00:00:00.0000,  1.462984456265558E+01, -1.353380850474778E+01, -2.399620690369628E-01,  2.636904629491164E-03,  2.710186641936447E-03, -2.399541889146358E-05,
2451620.500000000, A.D. 2000-Mar-17 00:00:00.0000,  1.463248122091139E+01, -1.353109807056995E+01, -2.399860243392215E-01,  2.636437233268322E-03,  2.710674050744572E-03, -2.392917751075255E-05,
2451621.500000000, A.D. 2000-Mar-18 00:00:00.0000,  1.463511742573266E+01, -1.352838716289319E+01, -2.400099931875783E-01,  2.635930507089147E-03,  2.711148877389776E-03, -2.401708985510238E-05,
2451622.500000000, A.D. 2000-Mar-19 00:00:00.0000,  1.463775305839598E+01, -1.352567575885902E+01, -2.400339946552819E-01,  2.635369983457838E-03,  2.711654686058041E-03, -2.396476105395652E-05,
2451623.500000000, A.D. 2000-Mar-20 00:00:00.0000,  1.464038822310235E+01, -1.352296387357877E+01, -2.400579725308477E-01,  2.634951333180141E-03,  2.712110857071562E-03, -2.404120982962453E-05,
2451624.500000000, A.D. 2000-Mar-21 00:00:00.0000,  1.464302286225513E+01, -1.352025152130357E+01, -2.400821203714285E-01,  2.634276879670046E-03,  2.712609413930003E-03, -2.421717986957072E-05,
2451625.500000000, A.D. 2000-Mar-22 00:00:00.0000,  1.464565679114822E+01, -1.351753864444415E+01, -2.401063126633756E-01,  2.633615377904492E-03,  2.713137772198953E-03, -2.416008475205359E-05,
2451626.500000000, A.D. 2000-Mar-23 00:00:00.0000,  1.464829010783319E+01, -1.351482525311712E+01, -2.401304667181790E-01,  2.633002987407304E-03,  2.713648077730721E-03, -2.415145530200162E-05,
2451627.500000000, A.D. 2000-Mar-24 00:00:00.0000,  1.465092278284046E+01, -1.351211133924470E+01, -2.401545716304199E-01,  2.632374876680886E-03,  2.714177513093318E-03, -2.402821760950233E-05,
2451628.500000000, A.D. 2000-Mar-25 00:00:00.0000,  1.465355493136652E+01, -1.350939691831140E+01, -2.401785560994242E-01,  2.631916070583909E-03,  2.714658765093032E-03, -2.398851669360267E-05,
2451629.500000000, A.D. 2000-Mar-26 00:00:00.0000,  1.465618654330816E+01, -1.350668200834442E+01, -2.402025641846603E-01,  2.631287745321602E-03,  2.715170788544482E-03, -2.399240752091815E-05,
2451630.500000000, A.D. 2000-Mar-27 00:00:00.0000,  1.465881755351740E+01, -1.350396657794265E+01, -2.402264718999124E-01,  2.630787004022279E-03,  2.715677597996007E-03, -2.382700273659666E-05,
2451631.500000000, A.D. 2000-Mar-28 00:00:00.0000,  1.466144815098700E+01, -1.350125067368310E+01, -2.402503151773561E-01,  2.630368670129325E-03,  2.716133841329169E-03, -2.389732768950909E-05,
2451632.500000000, A.D. 2000-Mar-29 00:00:00.0000,  1.466407822697909E+01, -1.349853429324586E+01, -2.402742465874349E-01,  2.629783992908337E-03,  2.716630282979970E-03, -2.394190962222970E-05,
2451633.500000000, A.D. 2000-Mar-30 00:00:00.0000,  1.466670774347453E+01, -1.349581741859122E+01, -2.402981957441887E-01,  2.629249372320559E-03,  2.717116319778404E-03, -2.397754814428305E-05,
2451634.500000000, A.D. 2000-Mar-31 00:00:00.0000,  1.466933666721274E+01, -1.349310004894530E+01, -2.403222093707252E-01,  2.628575646852448E-03,  2.717633292447009E-03, -2.400820758303849E-05,
2451635.500000000, A.D. 2000-Apr-01 00:00:00.0000,  1.467196495545281E+01, -1.349038215521724E+01, -2.403461428815256E-01,  2.628047956538111E-03,  2.718141620829987E-03, -2.387346362368216E-05,
2451636.500000000, A.D. 2000-Apr-02 00:00:00.0000,  1.467459277884143E+01, -1.348766378079803E+01, -2.403700382098717E-01,  2.627563877652961E-03,  2.718610930169189E-03, -2.394841390041739E-05,
2451637.500000000, A.D. 2000-Apr-03 00:00:00.0000,  1.467722000730333E+01, -1.348494491199072E+01, -2.403940022585265E-01,  2.626900834763453E-03,  2.719131977471896E-03, -2.392856418078678E-05,
2451638.500000000, A.D. 2000-Apr-04 00:00:00.0000,  1.467984665987659E+01, -1.348222553178070E+01, -2.404178802279290E-01,  2.626421084363280E-03,  2.719619500444459E-03, -2.386216937103819E-05,
2451639.500000000, A.D. 2000-Apr-05 00:00:00.0000,  1.468247281911953E+01, -1.347950567239264E+01, -2.404417707072735E-01,  2.625874899043613E-03,  2.720105122267889E-03, -2.391381588585376E-05,
2451640.500000000, A.D. 2000-Apr-06 00:00:00.0000,  1.468509841498276E+01, -1.347678531842138E+01, -2.404656729846623E-01,  2.625345099418580E-03,  2.720596034627547E-03, -2.389680157213364E-05,
2451641.500000000, A.D. 2000-Apr-07 00:00:00.0000,  1.468772349509195E+01, -1.347406448694465E+01, -2.404896352709062E-01,  2.624762708534136E-03,  2.721076452110993E-03, -2.403886132430332E-05,
2451642.500000000, A.D. 2000-Apr-08 00:00:00.0000,  1.469034787859462E+01, -1.347134314083502E+01, -2.405136733835387E-01,  2.624020358849667E-03,  2.721619538903245E-03, -2.398428981417353E-05,
2451643.500000000, A.D. 2000-Apr-09 00:00:00.0000,  1.469297162717444E+01, -1.346862126386176E+01, -2.405375719948916E-01,  2.623512443441163E-03,  2.722121988929720E-03, -2.384913457484641E-05,
2451644.500000000, A.D. 2000-Apr-10 00:00:00.0000,  1.469559486753870E+01, -1.346589889849643E+01, -2.405614382620983E-01,  2.622933205013646E-03,  2.722618271581122E-03, -2.386884403302354E-05,
2451645.500000000, A.D. 2000-Apr-11 00:00:00.0000,  1.469821750527497E+01, -1.346317602137684E+01, -2.405852518021551E-01,  2.622372730479092E-03,  2.723129775864668E-03, -2.375211662495677E-05,
2451646.500000000, A.D. 2000-Apr-12 00:00:00.0000,  1.470083964575712E+01, -1.346045265169353E+01, -2.406089818673809E-01,  2.621894535690297E-03,  2.723609371934312E-03, -2.373323978337425E-05,
2451647.500000000, A.D. 2000-Apr-13 00:00:00.0000,  1.470346125728120E+01, -1.345772879191351E+01, -2.406326950609596E-01,  2.621349641175507E-03,  2.724110010226806E-03, -2.366183163410823E-05,
2451648.500000000, A.D. 2000-Apr-14 00:00:00.0000,  1.470608242169543E+01, -1.345500445282697E+01, -2.406563384499652E-01,  2.620983027926665E-03,  2.724559194391450E-03, -2.368027390057184E-05,
2451649.500000000, A.D. 2000-Apr-15 00:00:00.0000,  1.470870314350663E+01, -1.345227966569727E+01, -2.406801273792238E-01,  2.620402692701992E-03,  2.725029230647881E-03, -2.388713633448935E-05,
2451650.500000000, A.D. 2000-Apr-16 00:00:00.0000,  1.471132319524430E+01, -1.344955437472816E+01, -2.407040174972219E-01,  2.619738434346616E-03,  2.725548919999243E-03, -2.386344528720278E-05,
2451651.500000000, A.D. 2000-Apr-17 00:00:00.0000,  1.471394266224522E+01, -1.344682858215338E+01, -2.407278899561707E-01,  2.619176472356224E-03,  2.726037262132488E-03, -2.390210311330912E-05,
2451652.500000000, A.D. 2000-Apr-18 00:00:00.0000,  1.471656150610371E+01, -1.344410228760288E+01, -2.407518010469799E-01,  2.618511198760156E-03,  2.726555813262976E-03, -2.388975959535620E-05,
2451653.500000000, A.D. 2000-Apr-19 00:00:00.0000,  1.471917973704644E+01, -1.344137547915306E+01, -2.407756476472346E-01,  2.617969281026158E-03,  2.727053279348705E-03, -2.383308759810094E-05,
2451654.500000000, A.D. 2000-Apr-20 00:00:00.0000,  1.472179739242675E+01, -1.343864817493623E+01, -2.407995020038700E-01,  2.617311201843749E-03,  2.727566216602064E-03, -2.384362264220540E-05,
2451655.500000000, A.D. 2000-Apr-21 00:00:00.0000,  1.472441439559246E+01, -1.343592034299190E+01, -2.408232532281687E-01,  2.616747211575960E-03,  2.728087283692756E-03, -2.364823195349733E-05,
2451656.500000000, A.D. 2000-Apr-22 00:00:00.0000,  1.472703095842888E+01, -1.343319202619278E+01, -2.408468728758903E-01,  2.616362116041482E-03,  2.728541952469084E-03, -2.364948396684252E-05,
2451657.500000000, A.D. 2000-Apr-23 00:00:00.0000,  1.472964703198231E+01, -1.343046324272280E+01, -2.408705688273513E-01,  2.615770334420177E-03,  2.729033298922586E-03, -2.370771942777726E-05,
2451658.500000000, A.D. 2000-Apr-24 00:00:00.0000,  1.473226253138052E+01, -1.342773396309817E+01, -2.408942623739969E-01,  2.615240441479543E-03,  2.729520844717937E-03, -2.369443093028976E-05,
2451659.500000000, A.D. 2000-Apr-25 00:00:00.0000,  1.473487748615871E+01, -1.342500419921007E+01, -2.409179897657977E-01,  2.614638211113651E-03,  2.730014927177074E-03, -2.375035152029701E-05,
2451660.500000000, A.D. 2000-Apr-26 00:00:00.0000,  1.473749181625228E+01, -1.342227392562408E+01, -2.409416923371499E-01,  2.614067719972435E-03,  2.730523822792281E-03, -2.364620592006023E-05,
2451661.500000000, A.D. 2000-Apr-27 00:00:00.0000,  1.474010565573858E+01, -1.341954316929110E+01, -2.409653533526680E-01,  2.613581251928891E-03,  2.730990668611208E-03, -2.370919888573341E-05,
2451662.500000000, A.D. 2000-Apr-28 00:00:00.0000,  1.474271889998206E+01, -1.341681192399257E+01, -2.409890917485624E-01,  2.612894417448628E-03,  2.731509250017990E-03, -2.371759058066056E-05,
2451663.500000000, A.D. 2000-Apr-29 00:00:00.0000,  1.474533152208329E+01, -1.341408015901087E+01, -2.410127252395555E-01,  2.612397144181074E-03,  2.732006865503385E-03, -2.357610715264969E-05,
2451664.500000000, A.D. 2000-Apr-30 00:00:00.0000,  1.474794368843223E+01, -1.341134792036525E+01, -2.410363215119335E-01,  2.611907247795617E-03,  2.732475618035691E-03, -2.362501908925247E-05,
2451665.500000000, A.D. 2000-May-01 00:00:00.0000,  1.475055531767889E+01, -1.340861520028625E+01, -2.410599520337785E-01,  2.611365871618666E-03,  2.732962077815890E-03, -2.362754028988252E-05,
2451666.500000000, A.D. 2000-May-02 00:00:00.0000,  1.475316643846189E+01, -1.340588200610287E+01, -2.410836215845785E-01,  2.610844020107096E-03,  2.733428574366208E-03, -2.374473415075446E-05,
2451667.500000000, A.D. 2000-May-03 00:00:00.0000,  1.475577692086152E+01, -1.340314831990801E+01, -2.411074044858268E-01,  2.610120019140934E-03,  2.733951838621020E-03, -2.376715701373210E-05,
2451668.500000000, A.D. 2000-May-04 00:00:00.0000,  1.475838675027548E+01, -1.340041411210074E+01, -2.411311105505622E-01,  2.609574984194326E-03,  2.734452663359492E-03, -2.366642885314571E-05,
2451669.500000000, A.D. 2000-May-05 00:00:00.0000,  1.476099605616581E+01, -1.339767942144676E+01, -2.411548137441950E-01,  2.608987610100975E-03,  2.734938078623798E-03, -2.374742835432315E-05,
2451670.500000000, A.D. 2000-May-06 00:00:00.0000,  1.476360468894785E+01, -1.339494421682304E+01, -2.411785246012766E-01,  2.608310466455887E-03,  2.735469208845592E-03, -2.363949035280328E-05,
2451671.500000000, A.D. 2000-May-07 00:00:00.0000,  1.476621273819947E+01, -1.339220849843361E+01, -2.412021031610218E-01,  2.607794470889955E-03,  2.735963180883171E-03, -2.353954446183481E-05,
2451672.500000000, A.D. 2000-May-08 00:00:00.0000,  1.476882025597494E+01, -1.338947228673139E+01, -2.412256130754974E-01,  2.607240807841130E-03,  2.736463167029103E-03, -2.345616928328068E-05,
2451673.500000000, A.D. 2000-May-09 00:00:00.0000,  1.477142729285865E+01, -1.338673558664187E+01, -2.412490067527782E-01,  2.606862603709074E-03,  2.736923961199717E-03, -2.337898004619429E-05,
2451674.500000000, A.D. 2000-May-10 00:00:00.0000,  1.477403393043840E+01, -1.338399844117879E+01, -2.412724640240888E-01,  2.606360355469747E-03,  2.737378086917440E-03, -2.354003136953598E-05,
2451675.500000000, A.D. 2000-May-11 00:00:00.0000,  1.477663996228370E+01, -1.338126080997335E+01, -2.412960188196824E-01,  2.605726193059294E-03,  2.737884628689764E-03, -2.352871395306817E-05,
2451676.500000000, A.D. 2000-May-12 00:00:00.0000,  1.477924545482468E+01, -1.337852269015648E+01, -2.413195423950239E-01,  2.605253391038409E-03,  2.738349570625616E-03, -2.356464702773458E-05,
