"","train_loss","val_loss","train_r","train_v","train_f","val_r","val_v","val_f"
"83",1343702761.63022,2347787890.58489,1.09066593647003,1.00513422489166,6.72342725092396e+28,1.5472617149353,1.07720053195953,3.31067664969837e+28
"84",1319490355.44437,2361706966.01972,1.40944397449493,1.02432787418365,3.53851949881727e+28,1.67384159564972,1.0433042049408,3.35184954635256e+28
"85",1161970718.60736,2564871438.34392,1.19284522533417,1.12000620365143,5.65888211968329e+28,1.55432891845703,1.01943457126617,2.93557341312425e+28
"86",1588495888.63829,2399939325.71303,1.34001791477203,1.11217868328094,4.39100511031641e+28,1.22046303749084,0.991344928741455,2.79723900667663e+28
"87",1493177279.90365,2581364629.82694,1.34636986255646,0.988424777984619,6.05273645685094e+28,1.34310925006866,0.9049391746521,4.04423512816621e+28
"88",1221993874.26632,2939114495.43921,1.31562507152557,0.976772785186768,4.16091063685847e+28,1.85115802288055,0.942370891571045,2.74968690125905e+28
"89",1293909007.85329,2519600935.98248,1.5350044965744,0.923111736774445,3.77801384275935e+28,1.6959353685379,0.85625171661377,4.02328009913513e+28
"90",4352298983.9573,4663783066.07667,1.2921017408371,1.05976593494415,5.04149362057571e+28,1.59630060195923,0.921186923980713,4.32179977398325e+28
"91",2341555596.97167,3446188897.43702,1.33050978183746,0.967508554458618,6.09888861672467e+28,1.43324768543243,0.891660690307617,3.52788378502455e+28
"92",2340351149.92199,3539906728.76232,1.2271534204483,1.00228548049927,3.82821755695706e+28,1.78581511974335,1.0254842042923,3.44666380388567e+28
"93",1686899851.13453,2845220931.57503,1.41200220584869,1.1127427816391,3.77966667102836e+28,1.64395701885223,1.0727516412735,3.80539506810033e+28
"94",1561693518.77816,2547895621.83571,1.56719624996185,0.972129821777344,4.01872868231894e+28,1.54272079467773,0.940217912197113,2.8659798982662e+28
"95",1485381607.79964,2670565347.54874,1.45989191532135,0.966916561126709,4.24800901979522e+28,1.93879175186157,0.940789222717285,3.44659391286173e+28
"96",1413731476.69687,2747761045.11501,1.16332519054413,1.00491774082184,4.58795896027086e+28,2.07289528846741,1.01324963569641,3.84886752111336e+28
"97",1534400799.4263,3544465689.44578,1.50671768188477,0.897291481494904,4.64203619557614e+28,1.88544833660126,1.04514265060425,3.27075447180716e+28
"98",1697349940.33338,2370320209.80504,1.32112777233124,1.00568664073944,6.58220110336056e+28,1.44455206394196,0.955882489681244,2.64327026151418e+28
"99",1152331055.11537,2188457886.37021,1.4482513666153,0.938625991344452,6.832306132553e+28,2.03450393676758,0.998592555522919,2.60605022172447e+28
"100",1198804886.87779,2227843302.84721,1.3658834695816,0.930824339389801,4.37095205328355e+28,1.55424010753632,1.05796492099762,2.33916001310531e+28
"101",1147169498.7486,2444317073.03395,1.35389089584351,0.936904728412628,7.15603379968668e+28,1.68521344661713,1.05530869960785,2.7155881095962e+28
"102",1449127712.35473,2518370542.01095,1.30138504505157,0.946173489093781,5.85855652496852e+28,1.78947722911835,1.17882263660431,3.27471559281299e+28
"103",1240914868.66402,2010320643.89047,1.19453907012939,1.00019252300262,6.22432505971595e+28,1.75492858886719,0.906733214855194,2.78963505216592e+28
"104",1234020841.72218,2142155708.72618,1.2181271314621,0.973750829696655,7.00159447070421e+28,1.2775217294693,1.15631234645844,2.84840513916355e+28
"105",1041911740.36951,2023253044.13582,1.20185923576355,0.928596973419189,4.58309020042702e+28,1.73102700710297,1.0577005147934,2.4869315967323e+28
"106",1269422571.98412,2254976285.02957,1.33926296234131,0.968463003635406,4.37414390078932e+28,1.48081636428833,0.899997889995575,3.02868006293716e+28
"107",1074722651.03818,2235913991.48302,1.38652849197388,1.13520276546478,4.77009591314866e+28,1.64573621749878,1.00438320636749,3.08220832313881e+28
"108",1340366804.05529,2111852212.01314,1.24399447441101,1.04432284832001,5.79398241344512e+28,1.45205271244049,1.02697551250458,3.62471378469087e+28
"109",986818141.953743,1817653412.13527,1.37709188461304,1.04679620265961,4.94091429804031e+28,2.05658531188965,0.918785154819489,4.29205830987414e+28
"110",1366072248.29561,2545348353.96276,1.21341168880463,1.04462075233459,4.92842316645648e+28,1.48194396495819,0.935058891773224,2.79847626669514e+28
"111",1441861730.50335,2437098482.05038,1.22635412216187,1.09889841079712,5.56453395972204e+28,1.56557834148407,1.13951325416565,4.34766842533976e+28
"112",1087359481.12659,1914784675.19387,1.86546814441681,1.02457880973816,3.8029831194192e+28,1.65806639194489,0.973785400390625,3.83882470043256e+28
"113",1128099617.34008,3947563734.15115,1.45628201961517,0.954118549823761,4.10179652546256e+28,1.57364547252655,0.955588817596436,2.4261032663031e+28
"114",2058388423.78651,1878214459.01205,1.4595193862915,1.05450236797333,3.41427380053464e+28,2.25529026985168,1.08656418323517,2.85211833592903e+28
"115",1155629187.22321,1646329993.36692,1.67703688144684,1.02950656414032,3.89041277636473e+28,1.8412481546402,0.942800939083099,3.03794109584671e+28
"116",910572653.566717,1799559806.27601,1.53338396549225,0.991001129150391,4.18234215266768e+28,0.662525057792664,1.14258193969727,1.49747291898339e+28
"117",845580549.027508,2152103250.01533,1.35429680347443,0.945482075214386,5.33905276608122e+28,6.99167490005493,0.831978738307953,1.0941038397669e+28
"118",982648922.074723,2197813419.68456,1.18132603168488,1.02241909503937,4.91687698040586e+28,6.39963865280151,1.03034293651581,1.13165657027532e+28
"119",1070752997.14575,3532301056.1402,1.08187782764435,0.954555213451385,6.11605252994331e+28,5.3556022644043,1.08184814453125,1.79658654947589e+28
"120",1419825211.52429,2100475498.23439,1.30460107326508,0.996238887310028,4.91272365908418e+28,7.11943435668945,0.916831791400909,1.67464182426205e+28
"121",957935623.217189,1783159519.72837,1.12713539600372,0.993430078029633,5.83940118980406e+28,7.43254041671753,1.03455305099487,9.33838350165763e+27
"122",874514147.362255,1878774105.93647,1.33931171894073,0.923611700534821,6.64441072598599e+28,4.52425146102905,1.2524870634079,1.88898720549961e+28
"123",1087208584.53757,1861592455.90361,1.20452117919922,0.912041842937469,3.38788899452155e+28,5.31421327590942,1.09814417362213,1.65738913055353e+28
"124",1127907856.72916,2329457241.2793,1.92856204509735,1.02544450759888,3.98821700023647e+28,4.90284013748169,0.941354811191559,1.87323870357505e+28
"125",1020203198.18366,1827256641.26396,1.57856929302216,0.985779047012329,3.62945999912448e+28,5.0636420249939,0.852110624313354,2.09957145795189e+28
"126",792277839.301492,2123516060.95071,1.40440881252289,0.906025409698486,5.96096718122598e+28,6.01335191726685,1.21913027763367,1.17995209423647e+28
"127",1177645729.92692,2181358906.81271,1.1854053735733,0.986548840999603,4.33486986769789e+28,3.28489184379578,1.16902387142181,2.40528093577018e+28
"128",889154252.901601,2527243031.71084,1.49481189250946,1.04777669906616,4.53082399266791e+28,6.16451644897461,1.05961072444916,1.34649980699934e+28
"129",1606780510.29643,6792160044.58269,1.98670828342438,0.974684238433838,3.95331280896996e+28,7.16822814941406,1.18702924251556,1.72326472627962e+28
"130",2797206913.20432,2638903721.56846,1.05195045471191,0.952016830444336,4.45753475380037e+28,4.73328447341919,1.0521252155304,1.11646967578474e+28
"131",1470249071.41317,2003289859.1632,1.28176534175873,0.983915328979492,5.69686127988512e+28,3.71956372261047,1.08719038963318,1.15387766576047e+28
"132",1211208718.2592,1705691110.41402,1.260422706604,1.08293724060059,4.28126392456759e+28,4.54333066940308,1.05176675319672,1.54603490247333e+28
"133",1002311148.71548,1691973063.2552,1.10544002056122,0.967361450195312,4.86379899784835e+28,4.57211589813232,0.989611327648163,1.56862127300592e+28
"134",909336454.058848,1465957039.06243,1.25868725776672,1.13229751586914,4.6645009651718e+28,7.14464044570923,1.00563526153564,9.56205484834389e+27
"135",1247114917.77638,2338625641.98905,1.56451833248138,0.996256113052368,4.12291730955719e+28,4.1761155128479,0.981122553348541,1.01499699956994e+28
"136",1431605548.70453,2977767762.92662,1.20629799365997,1.06774353981018,3.82665752318945e+28,5.38143110275269,1.08056485652924,1.59201658491703e+28
"137",1555477976.71931,2169405013.36473,1.25592684745789,1.10481083393097,5.4907460389539e+28,5.66222715377808,1.16388952732086,7.24306240965865e+27
"138",1235961288.73245,1916303305.77875,1.24307513237,0.851406872272491,4.7459480921385e+28,6.61473989486694,1.01715707778931,1.95876111475731e+28
"139",1269424814.67086,1952180666.52355,1.28038382530212,1.00340926647186,5.3594708620432e+28,6.29170227050781,1.02221190929413,1.53484738015709e+28
"140",1101366461.78404,1982747587.78532,1.52667677402496,1.03421342372894,4.49778915017365e+28,6.78529739379883,0.946715116500854,1.69741673527647e+28
"141",1247777863.10223,1717570884.85433,1.59115171432495,1.08594739437103,3.7309157928791e+28,7.9317569732666,1.07854211330414,1.28595056842928e+28
"142",1186339482.81046,2273604494.15991,1.37999165058136,0.908800661563873,3.8870355759745e+28,5.82646703720093,1.04292702674866,1.81724076376202e+28
"143",963726680.314219,1839204212.22344,1.15238296985626,0.960160434246063,3.86232909900943e+28,7.6385703086853,1.01539862155914,1.40072060224571e+28
"144",1132436986.35062,1608700710.56079,1.16945028305054,1.05738306045532,3.2796417294096e+28,5.5819091796875,1.07352435588837,1.90524525076767e+28
"145",919044654.114685,1996359205.36254,1.11008203029633,0.879144847393036,5.21402811344725e+28,4.55845594406128,0.942147791385651,2.19067393542947e+28
"146",878787765.673464,1288686678.09858,1.16630029678345,1.04347538948059,4.41035075685013e+28,5.81584548950195,0.984062612056732,2.06417189044133e+28
"147",930583688.049268,2100808331.21577,1.45823431015015,0.986697494983673,6.01723606681596e+28,4.48990058898926,0.87843656539917,2.30213170139481e+28
"148",1370346402.75462,2545163876.59146,1.35699367523193,0.98587566614151,4.88416609225232e+28,4.9851336479187,0.904524505138397,2.32123320158137e+28
"149",1006037861.36472,1979644076.26725,1.67040157318115,1.01490533351898,4.46683403787844e+28,7.02637052536011,0.928212225437164,2.02853313506841e+28
"150",1151471523.17504,2103773419.60131,1.20261418819427,1.01128053665161,4.40413423361208e+28,5.53339004516602,1.05781841278076,1.8165124567912e+28
"151",941744013.970166,1814432451.74151,1.7496041059494,1.08878707885742,3.99264232986757e+28,5.25192928314209,1.10603022575378,2.0242005999387e+28
"152",921679403.198029,1937670139.1632,1.15134954452515,0.920602023601532,5.76749418760605e+28,4.91507863998413,0.947816133499146,1.57713782483945e+28
"153",1319994804.075,1581156955.11062,1.55284035205841,0.998405039310455,4.59418209482198e+28,7.77365350723267,0.970555782318115,8.2859793385261e+27
"154",793153254.827426,2780048720.91128,1.09467613697052,1.08960604667664,5.72807895575678e+28,6.10085535049438,0.990296423435211,1.92775877879727e+28
"155",1558693800.93828,2119328196.17087,1.36491346359253,1.01197254657745,4.64395725426137e+28,5.44577074050903,1.05518734455109,1.85400686607356e+28
"156",939046652.785548,2570958172.89814,1.4219514131546,1.06455826759338,4.30305575693944e+28,6.04691314697266,1.00009286403656,1.61140426051245e+28
"157",877258699.692897,2584406135.00986,1.48549365997314,0.865659773349762,4.52987904713469e+28,5.76888084411621,1.02463519573212,1.31248200392167e+28
"158",981622914.892569,1412794836.88061,1.33253276348114,1.08941090106964,5.83568515961869e+28,5.23529052734375,1.09008240699768,8.51504835010228e+27
"159",941278405.877104,2285194191.89485,1.19605696201324,1.04680871963501,4.91731993838195e+28,6.41159677505493,1.05825078487396,1.33689286074492e+28
"160",1049696331.55933,1905950484.85433,1.41372811794281,0.995261669158936,3.16764230800867e+28,6.53004884719849,1.20281946659088,1.16342711720296e+28
"161",750049052.768031,1666195635.58927,1.24142587184906,1.12719523906708,3.71283526832614e+28,4.25318956375122,0.895704567432404,1.57713900543108e+28
"162",898372547.264815,2807366188.3023,1.22662949562073,0.965998351573944,3.8778767822993e+28,4.58106994628906,1.16439878940582,1.21277950678297e+28
"163",827586563.626112,2044488084.73604,2.01795840263367,1.02049660682678,3.78523906347814e+28,6.86662244796753,1.17559063434601,1.11299389599418e+28
"164",777598114.478719,1911736856.2103,1.3279470205307,1.07013475894928,3.97691023816653e+28,6.38899946212769,0.957886278629303,1.64883232054573e+28
"165",918975660.573149,3169644520.63965,1.31294405460358,0.97709321975708,4.25486211803516e+28,6.77512979507446,1.05452835559845,1.27885592114375e+28
"166",1496532061.24319,2479005588.38116,1.32744634151459,1.01234447956085,5.66796228595655e+28,6.25050210952759,1.10627174377441,1.46473039097441e+28
"167",782403403.557137,1855810840.88499,1.69856774806976,0.83717268705368,3.78896123273994e+28,6.59716558456421,0.947449505329132,2.50262756232973e+28
"168",701300744.846312,1428527578.36583,1.95974242687225,0.902500212192535,2.44826249878732e+28,6.05891180038452,0.930316746234894,1.50862549578766e+28
"169",791729200.746681,2018439761.1988,1.09241259098053,0.947386085987091,4.54427045899124e+28,4.65215253829956,1.19586503505707,2.2801956007269e+28
"170",845505795.450938,2481705653.59036,1.25209546089172,1.07023954391479,2.7007981300085e+28,5.24123430252075,1.01921284198761,2.2369356542056e+28
"171",697467103.260983,1639845102.6506,1.30561864376068,0.960793256759644,3.7743771483309e+28,5.48545408248901,0.97303980588913,2.06416386241831e+28
"172",635257095.287259,2089798748.41183,1.31915819644928,1.0245224237442,5.35619920654387e+28,6.88201475143433,1.12139177322388,1.87377870618237e+28
"173",647929148.229917,1838803790.42278,1.41720199584961,1.06424593925476,4.56974195932654e+28,6.00946855545044,0.982937037944794,1.03805265527177e+28
"174",486168443.896538,1688984419.66046,1.2039897441864,0.91402530670166,4.80593961922693e+28,3.58642983436584,1.25678336620331,1.87126404603024e+28
"175",451402034.437115,1757717754.35487,1.5113912820816,1.00496995449066,3.60030505293254e+28,11.7146110534668,0.852368056774139,4.18690177459563e+27
"176",513863025.208978,1667281951.46112,1.42799913883209,1.11335146427155,4.02665375775049e+28,9.97323989868164,1.04071891307831,4.63414943034268e+27
"177",494719848.165321,1538292143.46221,0.951334476470947,1.02041935920715,4.57294514051187e+28,8.68446826934814,1.10522043704987,8.61557336542312e+27
"178",423131957.111263,1603242339.96276,1.15016782283783,0.985537052154541,5.75495724906733e+28,11.5777826309204,0.928950309753418,8.04571831838552e+27
"179",487078189.408512,1671213784.87623,1.34362363815308,0.848436772823334,4.26422845971729e+28,11.9104700088501,1.05175364017487,4.02444912095796e+27
"180",425118405.571644,1665936210.73604,1.74426984786987,0.9003946185112,4.34957342797895e+28,6.28323936462402,1.27095830440521,1.44272605211083e+28
"181",625333145.616122,1866382874.5586,1.44495332241058,0.972619473934174,3.61766258317698e+28,8.48445987701416,1.10679984092712,9.31876679128779e+27
"182",469331807.618995,1971091478.1862,1.53090190887451,1.04326486587524,3.89280843288149e+28,7.86443662643433,0.969391047954559,8.96219388467414e+27
"183",446351740.231011,1872704391.86418,1.57553064823151,0.911769092082977,4.11989074487832e+28,8.58179569244385,0.850111901760101,1.22297592243363e+28
"184",700349488.705077,1685535949.53341,1.18610799312592,0.93055248260498,4.70197861005315e+28,9.48806095123291,1.25182044506073,5.68728349424373e+27
"185",407559073.826194,1777802604.71413,1.36126565933228,0.996020317077637,3.93293721430632e+28,4.62290620803833,1.18332016468048,1.42413834539761e+28
"186",447260296.99521,1706805434.38116,1.40844213962555,0.984805166721344,3.77239894901122e+28,9.4703369140625,1.07134008407593,7.53311665229042e+27
"187",524261690.937457,1753156870.23877,1.68840646743774,0.940265476703644,4.83248829135698e+28,11.2583112716675,1.23481214046478,7.24449033522391e+27
"188",515190968.693034,1964464108.99014,1.49924743175507,1.0098512172699,4.13824658339724e+28,7.56874704360962,1.05885541439056,4.95160815597035e+27
"189",453938658.290406,1675388388.13582,1.30417907238007,0.954476177692413,3.68400026246341e+28,5.88885068893433,1.1030421257019,5.4202307181584e+27
"190",512295538.892569,1802346896.06134,1.09203886985779,0.932037532329559,7.16533969507783e+28,7.27095222473145,1.07947778701782,6.01203709549581e+27
