"train_loss","val_loss","train_r","train_v","train_f","val_r","val_v","val_f"
0.961943692864578,0.250336470716885,1.03953123092651,1.08147621154785,2.4713596404787e+29,0.00896825641393661,0.218546867370605,2.91878697754805e+31
0.223377692990236,0.206994971907152,0.986185610294342,0.892425060272217,2.60110949301543e+29,0.0106186708435416,0.227855741977692,1.58768802129754e+30
0.202001084089361,0.194858926753355,0.836022317409515,0.982660114765167,1.9993353097888e+29,0.0100825820118189,0.175367072224617,3.60921176668489e+30
0.19487636419406,0.193724529905426,0.943452656269073,0.948806464672089,2.126863761132e+29,0.0152159007266164,0.318715840578079,1.67596529580307e+30
0.193725501767454,0.193920229172981,0.970222234725952,1.04269731044769,2.63050546879266e+29,0.0118267349898815,0.278572857379913,4.86812629115126e+29
0.193395566777979,0.198408601599514,0.958793461322784,0.954831779003143,2.54671009786869e+29,0.01411725115031,0.198139175772667,1.65437678208672e+31
0.192854546980181,0.193844957813735,0.922367870807648,1.09362590312958,2.48077641703486e+29,0.0132058309391141,0.208208218216896,1.52703137722419e+30
0.192552130367029,0.193587460505153,1.00584030151367,0.98595780134201,2.21506358882721e+29,0.0133407125249505,0.213175520300865,6.86937869283745e+29
0.192328579698344,0.191526286699784,0.96961784362793,0.994120121002197,2.29541257669199e+29,0.011097077280283,0.302368700504303,2.35088138006298e+30
0.192386136054422,0.192631845430829,0.99029141664505,0.956604480743408,2.5727507378125e+29,0.0169821102172136,0.250947058200836,2.59912099893682e+30
0.191708411278584,0.194433213692048,0.881646931171417,1.00320589542389,2.56306705310273e+29,0.0159855354577303,0.268207967281342,7.01142445432762e+29
0.192287594918123,0.191693533077297,0.875907599925995,1.02492451667786,1.97140270093729e+29,0.0138342836871743,0.238175347447395,6.64153395477196e+29
0.191641069992518,0.19218516015618,0.948092997074127,1.07907605171204,2.96686811079324e+29,0.0123411826789379,0.249480292201042,1.55639830100281e+31
0.191646219117625,0.19374161282593,0.989449739456177,0.924443244934082,1.74475574390651e+29,0.0101345106959343,0.192803621292114,1.94536973011664e+30
0.191766945776493,0.192713908581849,0.851974785327911,0.96334570646286,1.9689897605592e+29,0.0127788558602333,0.164734020829201,5.27765217928163e+29
0.191958289187128,0.191971122263752,0.989764869213104,0.980750799179077,1.89227302809839e+29,0.0086695970967412,0.324360102415085,5.36716633601636e+29
0.191177562403258,0.192966462430205,0.999516487121582,0.973001956939697,2.75779629065443e+29,0.0100368158891797,0.252097636461258,5.96800926857256e+29
0.191803700115623,0.192396630576903,0.792856395244598,0.948601067066193,2.92280484250954e+29,0.0153535893186927,0.232352212071419,4.33087399007474e+30
0.19148595970462,0.192287836044309,0.974728167057037,0.950218021869659,3.13357860352878e+29,0.00903925020247698,0.250969290733337,1.67224618663475e+30
0.191106040832672,0.192313190435364,0.823894500732422,0.885283410549164,2.80591323832703e+29,0.010074844583869,0.21204836666584,1.45547974254875e+30
0.191083981703844,0.193420681021169,0.828713119029999,0.991743385791779,2.21588036933409e+29,0.0170031413435936,0.229837194085121,1.14133054579961e+30
0.191363213664124,0.193683632644381,0.811380684375763,0.932580947875977,2.133038727545e+29,0.0124769331887364,0.235794082283974,1.27597496119064e+30
0.191145319343266,0.192913472958456,0.855124652385712,0.989733636379242,2.89915844237254e+29,0.0132459634914994,0.258520573377609,1.9947070506252e+30
0.191232875370859,0.191711092953288,0.7492995262146,0.925452291965485,8.29765201316296e+29,0.0137180788442492,0.19692774116993,1.69395229861021e+30
0.19084197117404,0.191596000493062,0.770282804965973,1.07446849346161,3.99889729316879e+29,0.0126578593626618,0.27516096830368,4.5049075509626e+29
0.191361576653186,0.191310934314396,0.819896221160889,1.11678755283356,2.202325099687e+29,0.0160919595509768,0.248339533805847,6.49315085301964e+30
0.190760262393097,0.19280724697884,0.753862679004669,0.993488371372223,2.20148942971419e+29,0.0116189122200012,0.196618899703026,1.88721223794389e+30
0.191121246434765,0.193882472184767,0.798765122890472,1.02830934524536,2.42236319927233e+29,0.0111254481598735,0.204915419220924,2.55671490349929e+29
0.191042761380457,0.192519087164876,0.682153642177582,0.973758041858673,1.59471339146677e+30,0.0133699774742126,0.242774710059166,1.22541647448854e+30
0.190685587029573,0.192451560365899,0.763269484043121,1.11621963977814,1.69801338266975e+29,0.0176281947642565,0.223029866814613,1.96209975230283e+30
0.190757867543809,0.191724063104339,0.706548273563385,0.960216760635376,2.55139865220754e+29,0.013518980704248,0.27541571855545,1.56599958986219e+30
0.190747069438864,0.192225064376424,0.74102658033371,0.959985971450806,4.13373445667018e+29,0.0125200105831027,0.165520519018173,1.37406417987962e+30
0.190091279673971,0.194229460746735,0.734872043132782,0.996743857860565,4.98548427624763e+29,0.0148730715736747,0.261766165494919,4.21610703524127e+30
0.190471411514041,0.194006158828507,0.705093145370483,1.08295488357544,3.07138877706364e+30,0.0146787343546748,0.26335334777832,1.30558019447146e+30
0.190961514435585,0.19158137647633,0.653396546840668,1.16042673587799,4.52793192098648e+29,0.0115708066150546,0.234636560082436,1.12709109214069e+31
